text,vulgar,threat,insult,neutral
সত্যি অসাধারণ এক লহমা অতিথি লেখক ধন্যবাদ এতো সুন্দর একটা নাটক উপহার দেওয়ার জন্য,0,0,0,1
বাংলাদেশ বিরোধী পরাধীন পশ্চিমবঙ্গীয়রা নিজেদেরকে সাচ্চা ভারতীয় মনে করে থাকলে এগুলোর উত্তর দিয়ে দেখা ,0,0,0,1
তোদের দেশ এতই কাপুরুষ যে পাকিস্তানের বিরুদ্ধে যুদ্ধে কোনদিন জিততে পারিস নি। ,0,0,1,0
তোরা এতই নালায়েক যে তোদের জাতীয় সঙ্গীতটাও নিজেরা রচনা করতে পারিস নি ,0,0,1,0
"মাদ্রাসার চৌদ্দ গোষ্ঠী উদ্ধারতো করতোই, পাশাপাশি রাজপথ, রেলপথ অবরোধ করে ঐ মৌলভীদের ফাঁসি সকল মাদ্রাসা বন্ধ করতে বাধ্য করত।",0,0,0,1
"ধরুন, ট্রাম্পের কাছে নালিশটা যদি কোন দাঁড়িওয়ালা ব্যক্তি কিংবা কোন মাদ্রাসার ছাত্র/শিক্ষক করেছে,,,,, তারপর? তারপর কী হতো জানেন ",0,0,0,1
"না সিরিয়াসলি, হিমালয় থেকে সিল্কের পাঞ্জাবী পরে হয়তো না... বাট আমার আপনার মতই প্যান্ট টিশার্ট পরে আন্ডার-কাভারে থাকা কিছু পরিষ্কার বাবার গল্প শুনবেন?",0,0,0,1
বাংলাদেশ এ রিমমেইক মুভির দেখার চেয়ে এসব মৌলিক নাটক দেখা খুব ভালো,0,0,0,1
আমাদের কনসেপ্ট... আমাদের চিন্তাধারা,0,0,0,1
আমি মনে মনে আর হিসাব মিলাতে পারি না,0,0,0,1
বিদেশ আছি আপনাদের নাটক দেখে ভাল লাগে,0,0,0,1
সারা জীবনন,0,0,0,1
অসাধারণ গল্প সবাই খুবই খুবই ভাল অভিনয় করেছে,0,0,0,1
"তাই আমার কথা একটু তিতা ই লাগবে।। আর শুনো কোন জায়গায় থাকো জানি না, কারন কিছু পিক ছাড়া আর কোনো পিক পাইলাম না, ফেক ও হইতে পারে তাই মানুষ কে গ্রাম্ম বলার চেষ্টা কইর না ",0,0,0,1
গ্রাম্ম তো তুমি তুমি থাক চিটাগাং আর আমি থাকা ঢাকার মদ্ধেয়।। আর শুনো তোমার থেকে আমি বেশি কিছু আশা করি না কারন তুমি অই একই প্রজাতির লোক ,0,0,0,1
তোমরা মেয়েদের সাধীনতা চাও আর তোমরাই তাদের লুইটা খাও।,1,0,1,0
"আর শুনো খারাপ কথা বলতে বাধ্য হয়েছি, বলিনি খারাপ কমেন্ট আমি করি এই কমেন্ট করে বাংলাদেশের মানুষ। আমি এখানে শুধু তাদের উক্তি তুলে ধরেছি, লোহা কে লোহা কাটে, বা লোহা কে আগুন গোলায়,,,, শেষমেশ কিন্ত সেই লোহাই থেকে জাচ্ছে। ",0,0,0,1
"আর আমি তেরেনাম করেছি এতে তোমার সমস্যা থাকার কথা না, আমি ব্যক্তিগত ভাবে কেউকে বিচার করেনি, আমি সামগ্রিক ভাবে সমাজের পেক্ষাপট তুলে ধরেছি। কথা তিতা লাগলে এতে আমার কিছু করার নেই। এদিক সেইদিকের কথা বাদ দেও বুঝছ?? বল আমি খারাপ কোনটা বলেছি।",0,0,0,1
নিশো মানেই ফাটাফাটি সত্যিই দারুন,0,0,0,1
দাতের বাগান ভাংগা দরকার শালি ভিকারি ভিকারি হয় ফালতু,1,0,1,0
পারকিন্সন রোগ এর ভালো উদাহরন এর অযথা হাত পা নাড়ানাড়ি,0,0,0,1
নামাজ নিয়ে সুন্দর একটা বার্তা দিলোধন্যবাদ অমি ভাই,0,0,0,1
খুবি ভালো লাগলো নামাজ পরার উপদেশ দেওয়া টা নামাজ ছাড়া কিছুই যাবেনা সাথে,0,0,0,1
অসাধারণ নাটকআরিয়ান মানেই অসাদারণতুলোনা নেইসেলুট আরিয়ান,0,0,0,1
বর্তমানের সামাজিক প্রেক্ষাপট অনুযায়ী নাটকের মতো নাটক দেখলামখুবই ভালোই লাগলো,0,0,0,1
হাস-মুরগি ঝাপাঝাপি শুরু করে দিতো,0,0,0,1
২জন এ এতো ভালো অভিনয় করতে পারে ভাবা ই যায়না,0,0,0,1
"“এক সময় কনসেপ্ট ছিল, কান্ট্রি ব্র্যান্ডিং এর... যেমন ইঙ্ক্রেডেবল ইন্ডিয়া, এমেজিং থাইল্যান্ড... তারপর ট্রেন্ড আসলো; স্টেট/রিজিওনাল ব্র্যান্ডিং, যেমন রাজস্থান, গুজরাট নিয়ে করা হলো। আপনারা মিরপুরের ছেলেপেলে... আপনারা যদি মিরপুর ব্র্যান্ডিং না শুরু করেন তাহলে কারা করবে?”",0,0,0,1
ভারতের অর্থনীতি নিয়ে আপনাদের ভাবতে হবে না। ভারতের অর্থনীতি নিয়ে ভারত সরকার আছে। ,0,0,0,1
“পাকিস্তান খুব ভালো দেশ না ...৭১ এ ইসলামের নামে অনেক নিরীহ মানুষ মেরেছে ... তাই সেখানে ‘ইসলাম’ ‘বাদ’... মনে রাখতে পারবে না শব্দ দুটো? পাকিস্তানের কথা শুনলেই মনে করবে ইসলাম বাদ... মাঝখানে তোমার ‘মা’ কে বসিয়ে দিবা... হয়ে গেলো তাদের রাজধানী ইসলামাবাদ”,0,0,0,1
তানজিন তিশার অভিনয় খুব ভালে লাগছে অনেক ধন্যবাদ আপুকে,0,0,0,1
অনেক সুন্দর এরকম নাটক হলে আমাদের পরিবার গুলো উপকৃত হত,0,0,0,1
আমি কিছু বলবো না বললেই তো আবার রাজাকার হয়ে যেতে পারি ।,0,0,0,1
দেখা শুরু করলাম আসা করি অনেক ভালো হবে,0,0,0,1
এবং ফ্যান টা ফুল স্পিডে ছেড়ে দিবে..,0,0,0,1
"বাচ্চা গুলকে ঠিক করে মানুষ করতে পারেনা তাই তারা খিদের জ্বালায়, পেটের দায়ে চুরি চামারি করে, খুন, ধর্ষন করে অর্থাৎ সমাজ বিরোধী তৈরী হয় ",0,0,0,1
আমি বনগাঁ থেকে বলছি আমি অপুর্ব দা এর এমন কোন নাটক নেই যা দেখিনি হিরো হিসাবে অপুর্ব দা কে আমার দারুণ লাগে আর তার বড় ছেলে নাটক টা আমার কাছে বেস্ট লেগেছে আমি আগামিতে অপুর্ব দার কাছে এমনই নাটক আশা করছি,0,0,0,1
১৯৭৪ সালে ঢাকা বিশ্ববিদ্যালয় ৭ খুনের মধ্যে দিয়ে ছাএলীগ আজ দানবে পরিনত হয়েছে,0,0,1,0
আমি ভারতের নদীয়া বাসিন্দা আমার ফার্স্ট দেখা নাটক বড়ো ছেলে আর সেদিন থেকে অপূর্ব মেহজাবিন প্রীয় অভিনেতা হয়ে গেছে,0,0,0,1
মানবিকতা নয় পাশবিকতাই জয়ী যাদের কাছে গরুর জীবনের দাম মানুষের জীবনের দামের থেকে বেশী,0,0,0,1
দেখার আগেই বলছি ১০০০ ভালো হবে নিশো বলে কথা,0,0,0,1
জাহান্নামের কীট ভারতীয় মালাউন টা না মরে হাজার মরলে বেশী খুশি হতাম।,0,0,1,0
আমরা কোন দেশে বাসকরি হাসিনার কাছে আমার প্রশ্ন?যদি বাংলাদেশে বসবাস করে থাকি তাহলে মুসলিমরা আমাদের দেশে অগ্রাধিকার ভিত্তিতে জায়গা পাচ্ছে না কেন?নাকি ভারতের হুকুমের জন্য চেয়ে আছেন।,0,0,0,1
আমার দেখা সব থেকে বেস্ট ছিল এটা,0,0,0,1
সত্য কথা বললে যেমন সত্যই শোনায় তমনি মিথ্যা বললেও বোঝা যায়।,0,0,0,1
"ওদিকে, ঘামতে ঘামতে হেঁটে আসতে থাকা নজরুলের কাছেও, রাস্তার সবাইকে কাকার মত লাগছে... ব্যাপারটা কি?",0,0,0,1
আস‌লেই অপূর্ব অ‌নেক বড় মা‌নের অ‌ভি‌নয় শিল্পী,0,0,0,1
আমাদের টাঙ্গাইলের পোলা ৮০ টাকা তোলা বর্তমানে সেরা অভিনেতা মানেই নিশো ভাই,0,0,0,1
নিমিষেই স্কুল হয়ে যাচ্ছে,0,0,0,1
বলতে পারিনি বলে এই না আমি হেরে গেছি নিজের ভালবাসাটা অনলি মি করেই রাখি নিশো ভাই,0,0,0,1
অপূর্ব আর মিথিলা ২য় ইয়ারে পড়ে আমি ভাবতেছি নার্সারী ভর্তির ফরম কিনবো নেক্সট বছরভাই জসিম বুড়া বয়সে বিএ পাস করলে দোষ আলমগীর কলেজে পড়লে দোষ বাট নাটকে করলে ঠিক সব ঠিক তাহসান অপূর্ব করলে সব ঠিক,0,0,0,1
নাটকটা অনেক ইমোশোনাল হলেও অনেক সুন্দর একটা নাটক,0,0,0,1
এসব আপনাদের ধর্মে হয় আমাদের ধর্মে হয়না,0,0,0,1
আপনার টুইটারের কভার পিক এ এই ছবিটি দেখেই বুঝে ছিলাম আপনার কাছে ম্যাচটি কতটা ফ্যাবারিট ছিল,0,0,0,1
ভারতের ধর্ষনের জন্য তাদের চলছিত্র দাই মিডিয়াই তাদের সর্বনাস করছে।,0,0,0,1
ধন্যবাদ বৃন্দাবন দা এত সুন্দর একটা নাটক উপহার দেয়ার জন্য এ নাটক দেখে চোখের পানি ধরে রাখতে পারিনি,0,0,0,1
আরিয়ান ভাই নাটক টা অনেক অনেক ভাল যা কখনো ভুলার নাএই ঈদে এ নাটক টা সেরা হবে দোয়া করি আরো ভাল ভাল নাটক আমাদের কে উপহার দিতে পারবেন ভাল থাকবেন শোভ কামনা,0,0,0,1
জন্মদিনের উৎসব শেষ হয়ে যাওয়ায় তারা হাঁটা দিলো অন্যদিকে,0,0,0,1
এমন নাটক ভালো লাগে ,0,0,0,1
ছাত্র রাজনীতি বন্ধ করা হোক এবং খুনিদের প্রকার্শে ফাসি দেওয়া হোক৷,0,0,0,1
ভারতে যদি মুসলিমরা আন্দোলন করতে পারে । তাহলে মায়ানমারে কেন পারে না?,0,0,0,1
"গতসপ্তাহে খবরে দেখলাম, “সাদা পোশাকের অমুক বাহিনী ধরে নিয়ে গেছে, আর তার দুদিন পর ধৃত ব্যক্তির লাশ উদ্ধার হয়েছে ধান ক্ষেতে… লাশের হাতে আবার পুলিশের হ্যান্ড-কাফ লাগানো… কিন্তু কোনও আইনশৃঙ্খলা বাহিনীই স্বীকার করছে না”",0,0,0,1
আওয়ামীলীগ নেতার বাড়ি থেকে বোমা উদ্ধার বোমালীগের যাকে যেখানে পাবেন নিজ দায়িত্বে গণধোলাই দিন,0,1,0,0
কে এইসব নাটকে ডিসলাইক দেয় তাদের মুখ খানা দেখতে চাই খুব সুন্দর লাগছে নাটক টি,0,0,0,1
"কিছু একটা বলা লাগে দেখে বললাম, “কয় তলায় নামবেন আপনি?? এক তলা?”",0,0,0,1
ভারতের ত্রকটা প্রদেশের সমান পাকিশ্তান ভাই কে কাকে শামলায় পাকিশ্তান বাংলাদেশের সাথেইতো পাড়বেনা ৷,0,0,0,1
নাটকে হিজাব বা ইসলামি ভাবমর্যাদা নিয়ে গল্প ভাল খুব ভাল কিন্তু এখানে হিজাবের প্রকৃত নিয়ম মানা হয়নাই তা ছাড়া ইসলামের ব্যাপারটা পুরপুরি সুন্নাহ মোতাবেক হয় নাই এভাবে নাটক করলে ভাল কিন্তু পরিপুর্ণ ইসলামের সুন্নাহ মানতে হবে আর হিজাপ নিয়ে ব্যাঙকরা যাবে না ধন্যবাদ,0,0,0,1
আমি অপুর্বর নাটক ঢেলি ৪৫ টা দেখি খুব ভালো লাগে,0,0,0,1
নাটক টি ভালো ছিল কিন্তু শেষের দিকে অনেক কষ্টদায়ক ছিল,0,0,0,1
ও হ্যাঁ তার নাম লেক্সাস... কারণ বাসায় এসে প্রথম সে লেক্সাস বিস্কুটের কৌটা শেষ করেছে দেখে তার নাম দেয়া হয়েছে লেক্সাস,0,0,0,1
৫৩ মিনিটে অনেক কিছু বুঝেছি জীবনের প্রতিটি ধাপ অনুভব করেছি নাটকটা দেখার পর আমাদের নিয়ে আব্বু আম্মুর অনুভুতিগুলো বুঝতে পারছি বাকরুদ্ধ করা একটা নাটক ছিলো সত্যি চুপ হয়ে গেছিসব দিক দিয়েই অসাধারণ একটা নাটক ছিলো এটি,0,0,0,1
হিন্দু ভাই টা গো মোত খেয়ে আসছে । হিন্দু ভাই দের লজ্জা খুব কম,0,0,1,0
"যখন বাবরি মসজিদ ভাঙা হলো, সেই ওপারের সাম্প্রদায়িকতার ঢেউ এপার বাংলার আকাশেও যেন বইছিল।",0,0,0,1
শালা ভারতে কোচ হওয়ার জন্য পাগল হয়ে গেছে। শালা বেজম্মা।,1,0,1,0
বলতে বাধ্য হচ্ছি বোকাচোদা এমন টাইটেল দিও না,1,0,1,0
এখানে কোয়েল মল্লিক কোথায় জুতো মারলো ? ,0,0,0,1
নাস্তিকরা এমনি ওরা বলার সুযোগ দেয়না ওদের এইটা বাল মার্কা জ্ঞান ,1,0,1,0
আল্লাহর ক্ষমতা অসীম বলা হয়েছে সয়ং আল্লাহ কেমন সেইটা কেউ জানে না,0,0,0,1
গুগল সার্চ করে পেলাম... বলা দরকার দেখে বললাম,0,0,0,1
বিশাল ব্যাপার স্যাপার,0,0,0,1
হে মেডাম  আপনি  তো ৯০ ভাগ মুসলমানদের দেশের মুসলমানদেরই ছাপর্ট দেন্না,0,0,0,1
অসম্ভব সুন্দর একটা নাটক আজকাল যুবক যুবতিদের ধ্বংস করার জন্যে যেসব ছাই পাশ নাটক নির্মিত হচ্ছে সেসকল নোংরা আর অশালীন সস্তা ভালোবাসার নাটক গুলোকে বাদ দিয়ে এরকম সুস্থ সুন্দর সামাজিক গল্পের নাটক বেশী বেশী নির্মাণ হোক,0,0,0,1
তুরাগ পাড়ে এসে মোতালেব সাহেবের চোখ জুড়িয়ে গেলো... চারিদিকে সাদা আর সাদা... এখনই আখেরি মোনাজাত শুরু হবে হবে,0,0,0,1
চশমাটা পরিষ্কার করলাম,0,0,0,1
কোন মতে কোলে করে ওকে লিফটে উঠানো হলো,0,0,0,1
"আমরা কে কোন তলায় যাবো, এই হিসাব করেই লিফটে ঢুকে স্ব স্ব অবস্থানে দাঁড়ানো উচিত",0,0,0,1
অনেক শুভেচ্ছা ও ভালোবাসা ভারতবর্ষের পক্ষ থেকে অসাধারণ অভিনয় একদম মুগ্ধ করা,0,0,0,1
কয়েকদিন পর দেয়ালের এই লেখাই বুঝা যাবে না...,0,0,0,1
কেন এই রোগ আসলো? কেন মশা দমনে ভুমিকা আগে তারা নেয়নি? স্বাস্থ্যমন্ত্রী কোর্টে ধর্না দিতে দিয়ে শেষ হয়ে যেতেন...পরিবেশমন্ত্রীর গদি নড়ে উঠত... মেয়রের ঘুম হারাম হয়ে যেত,0,0,0,1
পূজার ধর্ষকের ফাসি চাই সকল নারী নির্যাতনের বিচার চাই সংখ্যালঘুদের উপর ধর্ম অবমাননার মিথ্যা গুজব রটিয়ে নির্যাতনের সঠিক বিচার চাই। হিন্দুদের নিরাপত্তা চাই। উগ্র মৌলবাদ বন্ধের দাবি জানাই যারা বাংলাদেশের সাম্প্রদায়িক দাঙ্গা লাগিয়েছে সেই সকল মুসলমানদের বিচার ও ফাসি চাই।,0,0,0,1
খুব সুন্দর নাটগ আমার দেখা সেরা তানজিনা তিশাকে হিজাবে খুব সুন্দর লাগছিলনগ্ন পোসাকে নয়হিজাবেও সুন্দর নাটগ হয়,0,0,0,1
একই গ্রন্থাগারে গীতা আর কোরান এক সাথে থাকে ... নিজেদের মাঝে কখনোই লড়াই করে না... যারা এদের নিয়ে লড়াই করে তারা গীতা আর কোরান কোনদিনও পড়ে না,0,0,0,1
আচচা আরিয়ান ভাই আমি আপনার সব নাটক দেখি বিশেষ করে অপূব ভাই এর ভালবাসাটা অপৃন রাখেন কেন বেচেরা কে দেবদাস বানিয়ে দিবেন বদয়,0,0,0,1
এতো সুন্দর ভাবে উপস্থাপন করা নাটক এই প্রথম দেখলামবেশি ভালো লেগেছে নামাজের দিক টি তুলে ধরার জন্য,0,0,0,1
"গজগজ করতে করতে মোতালেব সাহেব বাসায় গলি থেকে রামপুরার রাস্তায় উঠেই দেখলেন, দুইদিকের রাস্তা ধরেই গাড়ি-ভ্যান-রিকশা-বাস সব একদিকে যাচ্ছে",0,0,0,1
নাটকের পরিচালক ভাই নাটকটা অসাদারন এরকম আরো আরো ভালো নাটক দেখতে চাই ভালো অভিনয় করার জন্য নিসোভাই তানজিন তিসা আর পরো টিমকে ধন্যবাদ,0,0,0,1
এত্ত এত্ত সুন্দর নাটক থাকতে আমাদের দেশের মহিলারা সিরিয়াল দেখে কি করেআমি অবাক হয়ে যাই অসাধারণ হয়েছে নাটকটা যাস্ট বলার ভাষা নেই,0,0,0,1
"যে দেশে ইনুর মত মাওলানা থাকে, সেই দেশে শয়তানের দরকার নাই",0,0,1,0
বাসায় চাঁপা খুশির আমেজ বয়ে গেলো,0,0,0,1
বাস্তবধর্মী একটা নাটকযারা দেখবে তাদের চোখের কোণে এক ফোটা পানি আসতেই হবে সমাজ কে বদলানোর জন্য এমন নাটক দরকারশুধু নাটক এ কাজ হবে নাবদলাতে হবে আমাদের নিজের মানসিকতা কে তা হলে গড়ে উঠবে সূখী সুন্দর পরিবারসমাজ,0,0,0,1
বঙ্গবন্ধু হত্যার পেছনে সবচেয়ে বড় অপরাধী একমাত্র জাসদ গণবাহিনী,0,0,0,1
পহেলা বৈশাখ পালনে ঈমান নষ্ট হয় না ,0,0,0,1
কবির সিং মুভির মতো লাগলো শেষটা ভালো ছিল ধন্যবাদ সবাইকে এত সুন্দর নাটক উপহার দেওয়ার জন্য,0,0,0,1
অনেক দারুন লেগেছে কি বলবো এক কথায় অসাধারণ খুব কম নাটক আছে প্রথম থেকে শেষ পর্যন্ত হাসলাম অনেক বিনোদন পেলাম তার ভেতরে এই একটা নাটক শামীম ভাই আপনি জীবন্ত বাস্তবতা ফুটিয়ে তোলেন আই লাভ ইউ ভাই সবকিছু ভালো ছিল,0,0,0,1
এত্ত পরিপক্ব অভিনেতা অভিনেত্রী এরা দুইজন যত দেখি দেখতেই ইচ্ছা হয় আমি সাজ্জাদ আর তিশার প্রায় সব কয়টা নাটক দেখে ফেলছি এখন মনে হয় ৩৪টা বাকি আছে শেষ করে ফেলব তবে হ্যা এটা বেস্ট ওয়ান,0,0,0,1
নাটকটা জস হইসেআমি দেকে অবাকঅপুর্ব আর মেহেযেবিন থাকলে নাটক হিট হবেইআর ভাল নাটক চাই,0,0,0,1
নামাজের বিষয়টি আনেক ভাল লাগলো অসংখ্য ধন্যবাদ অমি ভাই,0,0,0,1
তোর প্রোফাইল পিকের ছবি প্রমান করে তুই একটা কুত্তার ঘরে জন্ম নিয়েছিস এই জন্যই এই রকম জানোয়ারের মতো চেহারা তোর । শালা মালাউনের বাচ্চা মালাউন হিন্দু বেজন্মা ।,1,0,1,0
কাহিনীটা লাস্টে এমন হবে বুঝতে পারিনি জাস্ট এমন নাটক দর্শক আরো চায় অসাধারণ ছিলো অভিনয়,0,0,0,1
এন জি ও বন্ধ করতে পার পিস টিভি বন্ধ করতে পারো কিন্ত সত্যকে লুকাতে পারবেনা। সত্য প্রকাশিত হবেই ,0,0,0,1
মুসলিম বিদ্বেষী বক্তব্যের জন্য ডোনাল্ড ট্রাম্প কে সমর্থন ও বিনা কারনে বন্ধ করায় আজকে মনে প্রাণে বিশ্বাস করি মালাউন কা বাচ্চা কাভি নাহি আচ্ছা,0,0,1,0
সত্য প্রচার ইসলাম প্রচার ও প্রসার অমুসলিমদের সাগ্রহে ইসলাম গ্রহণ মালুরা হিংসায় পুড়ে বিনা অপরাধে পিস টিভি ও আই আর এফ এর উপর নিষেধাজ্ঞা জারি করল,0,0,0,1
আফরান নিশো নাটক মানে অসাধারণ এবং অনেক কিছু শেখার আছে,0,0,0,1
ইসি এই দায়িত্ব পালন করতে পারে না ।,0,0,0,1
জীবন্ত অভিনেয়র আরেক নাম শাহনাজ খুশি সত্যিই আমরা খুশি,0,0,0,1
যেগুলো দেখে হয়তো কোনও ভিনদেশীরা দুই হাতে গাল ধরে বলবে... ওয়াও কি জোস স্টার্ট আপ ... এমেইজিং,0,0,0,1
বাংলা নাটক গুলা এত সুন্দর কেন যা বলার বাইরে এমন নাটক ডেলি দুইবার দেখলেও মন ভরে না সুপার,0,0,0,1
অসাধারন নাটক,0,0,0,1
তোমার চামরা গোটানোর দরকার শালা ভিডিও করো তোর মার মতোই রে ওই মহিলা,1,1,0,0
"মধ্যবিত্তরা বেশি বিপদে আছে, না পারবে না খেয়ে থাকতে না পারবে সাহায্য নিতে।",0,0,0,1
চমৎকার একটা গল্প পেলাম ইউটিউবে...,0,0,0,1
অনেক সুন্দর ভাইপরের নাটকের জন্য অপেক্ষা করতেছি,0,0,0,1
দেশের মুক্তিযোদ্ধারা না খেয়ে দিন কাটায় আর ভারতের জন্য লাখ লাখ টাকা বাজেট করে এই হলো মুক্তিযুদ্ধের চেতনা ব্যবসা,0,0,0,1
"আমি জানি আমার গাড়িতে আপনি কিছু খুঁজে পাবেন না ... আর ‘আমি মেজর’, মিথ্যা বলার কারণেও কোনও স্ট্রং কেইস দাড়া করাতে পারবেন না কোর্টে কারণ দেশে মিথ্যে বলার কোনও আইন নাই",0,0,0,1
হা রানু মন্ডল এর  মত বেইমান আর কেউ নেই,0,0,1,0
"আমেরিকার আরেক বিজ্ঞানী, এটাকে পাল্লা দিয়ে আরেকটা রোবট বানিয়েছে, সে আপনার মাথা টিপে দিবে, চুলে বিলি কেটে দিবে ... প্লাস আপনি ঘুমিয়ে গেলে, সে উঠে যেয়ে আপনার কাপড়ও কেচে দিবে জেট দিয়ে",0,0,0,1
ভাল বাসার জয় হোক কাউকে যেন খালি হাতে ফিরতে না হয় লাভ ইউ,0,0,0,1
৯০ এর দশকের সেই অসলীনতা আবারো শাকিবের ছবিতে,0,0,0,1
অনেক ভালো লেগেছে তুমি আমারই নাটকটি,0,0,0,1
এই ঈদে ওর দুইটা নাটক জনপ্রিয় হলো যাহা বাস্তবে অনেক মিল,0,0,0,1
আসলেই সত্যি বাংলা নাটকের প্রেমে পড়ে গেছি অসাধারন লাগলো নাটকটি,0,0,0,1
বঙ্গবন্ধুর নাম দিয়ে আওয়ামী লীগের বাড়িঘর দখল...,0,0,0,1
খুবি ভালো একটা নাটক,0,0,0,1
খুব ভালো লাগচে ট্যাক্স রশিদভাই,0,0,0,1
হৃদয় ছুয়ে গেলো আরফান ভাইয়ার নামাজের প্রতি সুন্দর পরামর্শ দেওয়াটা ভালোবাসা রইলো ভাইজান,0,0,0,1
২ বার দেখসি নাটকটাখুব ভালোই লাগলো,0,0,0,1
... মামলা খতম,0,0,0,1
অনেক অনেক ধন্যবাদ অনেক অনেক সুন্দর একটা নাটক,0,0,0,1
অসাধারণ মিথিলার সিচুয়েশন টা রিয়েলি বুক ভেংগে কান্না আসে,0,0,0,1
বিউটিফুল নাটক চঞ্চলের নাটক মানে অসাধারণ,0,0,0,1
রাণু মণ্ডলের মেয়েকে ধরে তাপরানো দরকার,0,1,0,0
নামাজ পড়ার ব্যাপারটা সবচেয়ে ভালো লাগছে,0,0,0,1
ভাল লাগলো কিন্তু শেষের দিকে অনেক কষ্ট লাগলো,0,0,0,1
নাটকের জগতে বস আফরান নিশো ভাই আপনাকে সেলুট এতো সুন্দর নাটক উপহার দেয়ার জন্যে,0,0,0,1
চালু হয়ে যাক মালাউনের উপর মাইর।,0,1,1,0
“আলাদা আলাদা মেয়ে দিয়েছে”,0,0,0,1
কাজল ভাইয়ের নাটক মানি বাংলাদেশর সেরা নাটক,0,0,0,1
অনেক অনেক অনেক সুন্দর নাটক৷১ ধর্ম২ বন্ধুত্ব৩ ভালোবাসা৪ নিজের জীবন নিয়ে সচেতনতাসব একসাথে খুব সুন্দর করে ফুটিয়ে তোলা হইছে৷ অসাধারন নাটক৷,0,0,0,1
"ডক্টর নুসরাত জামান ওটির দরজা খুলে মুখ বের করে বললেন, “রোগীর হাজবেন্ড কে?”",0,0,0,1
মাবরুর রশিদ বান্না ভাই সত্যি তুমি প্রশংসার দাবিদার,0,0,0,1
ইচ্ছেটাই আসল,0,0,0,1
মহিলা মোটামুটি ভালোই মেইন্টেইন করে বুঝা যাচ্ছে,0,0,0,1
ওরা মালাউনদের খুদকুড়ো খাওয়া মুক্ত মনা।,0,0,1,0
একমাত্র আরিয়ান ভাই এর ধারাই সম্ভব সত্যিই অসাধারণ একটা কাহিনী,0,0,0,1
"আরে ভাই সত্য চিরন্তর, মিথ্যা সাময়িক",0,0,0,1
এক হোটেলের রুফটপে নববর্ষ-পুনর্মিলনী টাইপ অনুষ্ঠানে এসেছি ...,0,0,0,1
অসাধারণ নাটক আমার কাছে অনেক ভালো লাগছে,0,0,0,1
নিশো ভাইয়ের অভিনয় কার কার কাছে ভালো লাগে লাইক দিয়ে পাশে থাকুন,0,0,0,1
নাস্তিকরা কথা বলার সময় হাসে আর মৌমিনরা কথা বলার সময় চেহারায রাগ ভেসে উঠে বুজলাম না কারনটা,0,0,0,1
অনেক অসাধারণ অনেক অনেক ভালো লাগছে অনেক,0,0,0,1
ভালো লাগলো নামাজের কথা বলাতে,0,0,0,1
অমি ভাইয়ের নাটক থেকে ভিন্ন ধরনের টেস্ট পাওয়া যায়,0,0,0,1
কোন কথা হবে না এক কোথায় অসাধারণ ছিলো অনেক দিন পর ভালো একটা নাটক দেখলাম এই নাটকের পরিচালক সহ সবাই জানাই আমার পক্ষ থাকে অনেক অনেক ধন্যবাদ,0,0,0,1
"বাংলাদেশে করোনায় মৃতদের লাশ কবরস্থ না করে পুড়িয়ে ফেলা যেতে পাওে,",0,0,0,1
"দিবাকর দেবনাথ দাদা পড়াশোনা করুন ,জয় শিরাম স্লোগান দিয়ে কিছু লাভ হবেনা",0,0,0,1
আর আপনি থাকলে বাংলাদেশ ভারতের একটি প্রদেশ হয়ে যাবে,0,0,0,1
"যেসব হিন্দু মূর্তিপূজা করে, তারা নিজেদের ধর্মকেই অবজ্ঞা করে",0,0,0,1
আরিয়ান ভাইয়া এইজন্যই আমার পছন্দের তালিকায় আপনার স্থান এক নাম্বারে কারণ আপনি একমাত্র ব্যক্তি যিনি বাস্তব ঘটনা নিয়ে নাটক বানায় এককথায় অসাধারণ ভাইয়া,0,0,0,1
অনেক অনেক আমার কাছে ভালো লাগছে অনেক হাসির মাযে ও কস্ট লুকি য়ে থাকে যে গুলো খালি চোখে দেখা জায় না শেষের দিকটা খুব ভালো লাগছে ফিনিশিং খুব ভালো হইছে,0,0,0,1
আমি নিতে চাই । বিয়ের পরে শশুর মশাই ঋণ গুলি পরিশোধ করে দিবে ।,0,0,0,1
আগে কুত্তাটাকে নির্বাচক থেকে অপসারণ করতে হবে । একটা ছাগলের বাচ্চা । এইসবকে কি করে নির্বাচক করে বুঝি না,0,0,1,0
"মন খোলো, পৃথিবী খুলে যাবে আমি তো সব খুলে ফেলেছি, পৃথিবী খোলে না কেন? ",0,0,0,1
আর মানুষ পাইলি না জাফর বালডারে কল দিছোস,1,0,0,0
ভুয়া করোনা ভাইরাস কিছু না,0,0,0,1
এ তিমির কি করোনা হয়েছিল নাকি ?,0,0,0,1
তাঁদের জন্য ভালোবাসা অবিরাম । এ ধরণের মানুষ আছে বলেই মানুষ নামের এই বুদ্ধিমান প্রাণিটি পৃথিবীতে টিকে আছে ।,0,0,0,1
নান্নু সাহেব একজন গন্ড মুর্খ অগ্রপশ্চাৎ বিবেচনা না করে কিভাবে দল নির্বাচন করে,0,0,1,0
তোরে বলার মতো আর ভাষা নাই বেহায়া ঝামা ঘষা তো খেতেই আছিস তাও লজ্জা হয় না জন্মদিনে ইউশ পর্যন্ত করলি না বেহায়া,0,0,1,0
